0 0.291616 0.00371775
1 0.298814 0.177721
2 0.425326 0.192663
3 0.248976 0.139496
4 0.261841 0.15888
5 0.0711973 0.171884
6 0.201525 0.179529
7 0.38814 0.129716
8 0.103943 0.18073
9 0.363557 0.179351
10 0.532791 0.189136
11 0.312478 0.176955
12 0.100828 0.147327
13 0.463479 0.184574
14 0.00415741 0.134843
15 0.159579 0.125673
16 0.541665 0.17817
17 0.457944 0.111419
18 0.464937 0.134758
19 0.0432847 0.101914
20 0.343072 0.0947234
21 0.171721 0.176805
22 0.0250466 0.14219
23 0.27293 0.1507
24 0.0277546 0.161975
25 0.280605 0.113168
26 0.275248 0.14101
27 0.376429 0.17313
28 0.35928 0.149931
29 0.68062 0.0962663
30 0.377903 0.134609
31 0.419346 0.127741
32 0.422554 0.134915
33 0.320808 0.129807
34 0.485763 0.140315
35 0.102547 0.139452
36 0.316679 0.138645
37 0.198296 0.104174
38 0.255845 0.135424
39 0.157748 0.126089
40 0.392015 0.126591
41 0.191361 0.162574
42 0.238213 0.167155
43 0.229628 0.122596
44 0.300311 0.0970964
45 0.332152 0.0930845
46 0.12661 0.169592
47 0.28217 0.104929
48 0.333531 0.138782
49 0.17055 0.115147
50 0.443698 0.147764
51 0.508238 0.173453
52 0.343528 0.139277
53 0.376588 0.148692
54 0.240217 0.118923
55 0.252731 0.0983586
56 0.343446 0.102659
57 0.491752 0.151385
58 0.360482 0.138027
59 0.187738 0.103895
60 0.359991 0.107751
61 0.404377 0.11725
62 0.244929 0.115291
63 0.448899 0.177664
64 0.176316 0.0871014
65 0.392749 0.148082
66 0.437711 0.0970177
67 0.377258 0.110365
68 0.201622 0.111177
69 0.497324 0.115727
70 0.341052 0.106234
71 0.273884 0.138639
72 0.377318 0.126934
73 0.175409 0.123384
74 0.251528 0.136055
75 0.198043 0.164331
76 0.471911 0.171621
77 0.558495 0.180281
78 0.417057 0.15573
79 0.377375 0.135389
80 0.381769 0.175693
81 0.213693 0.133891
82 0.188068 0.177843
83 0.166438 0.148549
84 0.340691 0.145709
85 0.0764338 0.158428
86 0.32968 0.114628
87 0.289896 0.131108
88 0.221574 0.157818
89 0.453227 0.111953
90 0.293585 0.120157
91 0.168872 0.111807
92 0.312149 0.163699
93 0.379716 0.0901341
94 0.268704 0.112577
95 0.509811 0.0975058
96 0.280461 0.149688
97 0.454781 0.111124
98 0.237808 0.128396
99 0.266454 0.1661
100 0.145547 0.143306
101 0.288205 0.116008
102 0.389927 0.100336
103 0.364906 0.100811
104 0.277837 0.127011
105 0.391535 0.115418
106 0.192858 0.105935
107 0.246323 0.121678
108 0.197297 0.126019
109 0.297925 0.138721
110 0.346611 0.161406
111 0.386888 0.104824
112 0.412644 0.122441
113 0.24153 0.0988131
114 0.321375 0.114882
115 0.400932 0.105135
116 0.460067 0.0966325
117 0.26519 0.129653
118 0.253583 0.145045
119 0.260525 0.136047
120 0.339975 0.142822
121 0.336224 0.139555
122 0.177915 0.0984588
123 0.28837 0.107098
124 0.343229 0.144637
125 0.594571 0.102592
126 0.160192 0.145999
127 0.0994185 0.112858
128 0.389137 0.0999165
129 0.578348 0.138043
130 0.25177 0.105075
131 0.293411 0.122009
132 0.152946 0.112867
133 0.308153 0.107872
134 0.3785 0.142023
135 0.189176 0.127453
136 0.247823 0.117987
137 0.49032 0.0996229
138 0.360258 0.1146
139 0.260347 0.124126
140 0.252833 0.0930637
141 0.374663 0.154698
142 0.388978 0.0788858
143 0.43761 0.101123
144 0.214567 0.121749
145 0.298625 0.112155
146 0.580332 0.101917
147 0.355472 0.121803
148 0.382154 0.0754238
149 0.412528 0.112035
150 0.237123 0.132304
151 0.390946 0.0950861
152 0.427131 0.100308
153 0.404858 0.0926145
154 0.287709 0.137022
155 0.470268 0.129825
156 0.273526 0.129019
157 0.374479 0.129411
158 0.356994 0.0752986
159 0.330376 0.0912929
160 0.357677 0.0880351
161 0.247544 0.126424
162 0.420389 0.108348
163 0.34722 0.129011
164 0.252731 0.114929
165 0.261866 0.127558
166 0.569459 0.126539
167 0.389415 0.138918
168 0.229534 0.119351
169 0.23536 0.10004
170 0.22825 0.102921
171 0.125993 0.119183
172 0.399498 0.102557
173 0.464898 0.139368
174 0.254132 0.113768
175 0.331128 0.114237
176 0.0869918 0.129744
177 0.378302 0.13863
178 0.198093 0.101847
179 0.405018 0.148997
180 0.471155 0.118575
181 0.242195 0.107589
182 0.228281 0.0913793
183 0.200579 0.149648
184 0.411001 0.115385
185 0.38898 0.127794
186 0.308872 0.110425
187 0.342076 0.106938
188 0.188923 0.157509
189 0.336207 0.107467
190 0.282226 0.130806
191 0.167634 0.110188
192 0.258896 0.105427
193 0.139046 0.168742
194 0.272724 0.105679
195 0.31622 0.153593
196 0.23253 0.111693
197 0.19259 0.147366
198 0.537337 0.133216
199 0.21862 0.138817
200 0.329499 0.13213
201 0.28105 0.136988
202 0.223366 0.128524
203 0.353219 0.116802
204 0.156364 0.164952
205 0.394489 0.15397
206 0.361932 0.11616
207 0.376989 0.108811
208 0.528748 0.138899
209 0.0901621 0.19225
210 0.235277 0.140073
211 0.253787 0.169096
212 0.33609 0.131385
213 0.457368 0.119074
214 0.329926 0.170072
215 0.338921 0.13954
216 0.670004 0.149169
217 0.368077 0.161
218 0.555995 0.169085
219 0.373144 0.166169
220 0.121186 0.159054
221 0.26338 0.112379
222 0.472971 0.113633
223 0.265858 0.156265
224 0.351058 0.146917
225 0.481046 0.113325
226 0.236762 0.149016
227 0.267665 0.151226
228 0.158396 0.119202
229 0.345666 0.102054
230 0.0495813 0.106191
231 0.237072 0.105159
232 0.219114 0.119405
233 0.368629 0.119563
234 0.315357 0.153436
235 0.407791 0.118685
236 0.390557 0.0945198
237 0.0714211 0.0942748
238 0.269836 0.0786735
239 0.479572 0.113463
240 0.314043 0.0862325
241 0.209608 0.116169
242 0.182773 0.100792
243 0.263467 0.123364
244 0.243137 0.121794
245 0.279764 0.111374
246 0.291192 0.117721
247 0.447904 0.166804
248 0.267282 0.114891
249 0.178379 0.143836
250 0.229011 0.117627
251 0.339049 0.116068
252 0.249414 0.0967774
253 0.273835 0.145252
254 0.286157 0.135156
255 0.281388 0.118217
256 0.329083 0.137093
257 0.544902 0.125551
258 0.375684 0.1409
259 0.272176 0.158503
260 0.133335 0.145665
261 0.377188 0.126551
262 0.130975 0.151306
263 0.48297 0.140308
264 0.20499 0.14332
265 0.425901 0.151116
266 0.27437 0.104578
267 0.33953 0.130674
268 0.310028 0.143205
269 0.25616 0.167246
270 0.192782 0.147668
271 0.287305 0.198585
272 0.357615 0.147831
273 0.319674 0.113708
274 0.439616 0.15912
275 0.251892 0.111452
276 0.385706 0.135529
277 0.404147 0.167856
278 0.389507 0.134784
279 0.401169 0.156644
280 0.287516 0.172198
281 0.548173 0.177723
282 0.335489 0.144211
283 0.391141 0.129165
284 0.265071 0.170201
285 0.651487 0.152955
286 0.156261 0.190573
287 0.0850381 0.155424
288 0.25395 0.166343
289 0.494026 0.12703
290 0.148911 0.186527
291 0.089834 0.141422
292 0.235181 0.192279
293 0.330652 0.201765
294 0.39161 0.166247
295 0.181332 0.133587
296 0.142127 0.157256
297 0.456365 0.116802
298 0.0598404 0.173297
299 0.300328 0.00351385
