15 28 27 3 20 19 1 12 4 8 2 7 4 8 13 7 6 3 26 11 16 22 6 18 15 29 25 14 10 
2 28 27 3 20 19 1 12 4 8 26 11 4 8 13 7 6 3 15 7 16 22 6 18 15 29 25 14 10 
19 1 12 8 15 7 4 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 15 29 27 3 20 
35.9046 53.4895
19 1 12 8 15 7 4 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 15 29 27 3 20 
19 1 16 22 6 18 15 29 27 3 20 7 4 8 13 7 6 3 26 11 12 8 15 7 4 12 4 8 15 
4 12 8 15 7 4 8 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 7 
19 1 12 8 15 7 4 12 4 8 7 15 7 4 8 13 6 3 26 11 16 22 6 18 15 29 27 3 20 
19 1 12 8 6 3 26 11 16 22 15 7 4 12 4 8 15 7 4 8 13 7 6 18 15 29 27 3 20 
19 1 12 8 15 7 4 12 4 8 15 7 4 8 13 7 22 6 18 15 16 6 3 26 11 29 27 3 20 
36.8769 53.0053
4 12 8 15 7 4 8 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 7 
4 12 8 15 7 4 7 6 3 26 11 16 22 6 18 8 12 4 8 15 7 4 8 13 7 12 8 15 7 
12 4 8 15 7 4 8 13 7 6 3 26 12 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 8 
4 12 8 15 7 4 8 12 4 8 15 7 4 8 16 7 6 3 26 11 13 22 6 18 1 12 8 15 7 
4 12 8 15 7 4 8 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 7 
4 12 8 15 7 4 8 12 4 8 15 26 11 16 22 6 18 1 7 4 8 13 7 6 3 26 11 16 22 
35.4903 48.177
4 12 8 15 7 4 8 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 7 
11 16 22 6 18 1 8 12 4 8 15 22 6 18 1 12 8 15 7 4 12 7 4 8 13 7 6 3 26 
4 12 8 15 7 4 8 12 4 22 6 18 4 8 13 7 6 3 26 11 16 8 15 7 1 12 8 15 7 
4 12 15 8 7 4 8 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 7 
7 6 8 3 26 11 16 22 6 18 1 12 8 15 7 4 12 15 7 4 8 12 4 8 15 7 4 8 13 
8 12 4 8 15 7 4 7 6 3 26 7 4 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 4 
35.0853 48.4942
4 12 8 15 7 4 8 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 7 
4 12 8 8 13 7 6 3 26 11 16 22 15 7 4 8 12 4 8 15 7 4 6 18 1 12 8 15 7 
4 12 8 15 7 6 3 26 11 16 22 7 4 8 12 4 8 15 7 4 8 13 6 18 1 12 8 15 7 
16 22 8 15 7 4 8 12 4 8 15 16 22 6 18 1 12 8 15 7 7 4 8 13 7 6 3 26 11 
4 12 8 15 7 4 8 12 4 8 15 7 4 7 13 7 6 3 26 11 16 22 6 18 1 12 8 15 8 
4 12 8 15 7 4 8 12 4 8 15 7 4 8 13 7 6 3 26 11 16 22 6 18 1 12 8 15 7 
35.1037 47.8437
4 12 8 8 13 7 6 3 26 11 16 22 15 7 4 8 12 4 8 15 7 4 6 18 1 12 8 15 7 
4 12 8 8 13 7 6 3 26 11 16 22 15 7 4 8 12 4 8 15 7 4 6 18 1 12 8 15 7 
18 1 8 8 13 7 6 3 26 11 16 22 15 7 4 8 12 4 8 15 7 15 7 4 12 12 8 4 6 
4 12 8 8 13 7 6 4 3 26 11 16 22 15 7 8 12 4 8 15 7 4 6 18 1 12 8 15 7 
4 12 8 22 15 7 4 8 12 4 16 8 13 7 6 3 26 11 8 15 7 4 6 18 1 12 8 15 7 
4 12 8 8 13 7 6 3 26 11 16 22 12 4 8 15 15 7 4 8 12 4 8 18 1 12 8 15 7 
32.675 43.7585
18 1 8 8 13 7 6 3 26 11 16 22 15 7 4 8 12 4 8 15 7 15 7 4 12 12 8 4 6 
18 1 8 8 13 7 6 3 26 11 16 22 15 7 4 8 12 4 8 15 12 7 15 7 4 12 8 4 6 
3 26 11 16 22 15 7 15 7 11 16 22 15 7 4 8 12 4 8 15 7 15 7 4 8 8 13 7 6 
18 1 4 8 13 7 6 3 26 11 16 22 15 7 4 8 12 8 8 15 7 15 7 4 12 12 8 4 6 
18 1 8 12 4 8 6 3 26 11 16 22 15 7 4 8 8 13 7 15 7 15 7 4 12 12 8 4 6 
18 1 8 8 13 7 6 3 26 11 16 22 15 7 4 8 12 12 4 8 15 7 15 7 4 12 8 4 6 
31.7379 41.1466
18 1 4 8 13 7 6 3 26 11 16 22 15 7 4 8 12 8 8 15 7 15 7 4 12 12 8 4 6 
18 1 4 8 13 7 6 3 26 11 16 22 8 15 15 7 4 8 12 8 7 15 7 4 12 12 8 4 6 
18 1 4 8 13 7 6 3 26 11 16 22 15 7 4 8 12 8 8 15 7 15 7 4 12 12 8 4 6 
18 1 4 8 13 15 7 15 26 11 16 22 15 7 4 8 12 8 8 7 6 3 7 4 12 12 8 4 6 
6 18 1 4 8 7 6 3 26 11 16 22 15 7 4 8 12 8 8 15 7 15 7 4 13 12 12 8 4 
18 1 15 7 4 8 12 8 8 4 8 13 7 6 3 26 11 16 22 15 7 15 7 4 12 12 8 4 6 
29.5001 38.273
6 18 1 4 8 7 6 3 26 11 16 22 15 7 4 8 12 8 8 15 7 15 7 4 13 12 12 8 4 
4 13 12 12 8 7 6 3 26 11 16 22 15 7 4 8 4 6 18 1 4 8 12 8 8 15 7 15 7 
6 7 15 7 4 13 12 12 8 11 16 22 15 7 4 8 12 8 8 15 18 1 4 8 7 6 3 26 4 
8 15 1 4 8 7 6 3 26 11 16 22 15 7 12 12 8 4 6 18 7 15 7 4 13 4 8 12 8 
11 18 1 4 8 7 12 8 4 6 16 22 15 7 4 8 12 8 8 15 7 15 7 4 13 12 6 3 26 
12 12 8 4 6 18 1 3 26 11 16 22 15 7 4 8 12 8 8 15 7 15 4 8 7 6 7 4 13 
28.4778 35.9032
11 18 1 4 8 7 12 8 4 6 16 22 15 7 4 8 12 8 8 15 7 15 7 4 13 12 6 3 26 
11 18 1 4 8 7 12 7 15 7 4 13 12 6 3 8 12 8 8 15 8 4 6 16 22 15 7 4 26 
4 6 16 22 15 7 7 15 4 6 16 22 15 7 4 8 12 8 8 15 7 11 18 1 4 8 7 12 8 
11 12 8 4 6 7 18 1 4 8 16 22 15 7 4 8 12 8 8 15 7 15 7 4 13 12 6 3 26 
4 13 12 6 3 26 11 18 4 6 16 22 15 7 4 8 12 8 8 15 1 4 8 7 12 8 7 15 7 
11 18 1 4 8 7 12 8 8 8 15 7 15 7 4 8 12 4 6 16 22 15 7 4 13 12 6 3 26 
30.5537 39.1265
4 6 16 22 15 7 7 15 4 6 16 22 15 7 4 8 12 8 8 15 7 11 18 1 4 8 7 12 8 
4 6 16 22 15 7 8 7 15 4 6 16 22 15 7 4 12 8 8 15 7 11 18 1 4 8 7 12 8 
4 6 16 22 15 7 7 15 4 6 16 22 15 8 12 7 4 8 12 8 7 11 18 1 4 8 7 12 8 
4 8 7 12 8 4 6 16 22 6 16 22 15 7 4 8 12 8 8 15 15 7 7 15 4 7 11 18 1 
4 6 16 22 15 7 7 15 4 6 16 22 15 8 8 15 7 7 4 8 12 8 18 1 4 8 7 12 8 
8 15 7 11 18 1 7 15 4 6 16 22 15 7 4 8 12 8 4 6 16 22 15 7 4 8 7 12 8 
30.2766 39.4463
4 6 16 22 15 7 7 15 4 6 16 22 15 7 4 8 12 8 8 15 7 11 18 1 4 8 7 12 8 
4 6 16 22 7 7 7 15 4 6 16 22 15 15 4 8 12 8 8 15 7 11 18 1 4 8 7 12 8 
8 7 12 8 4 6 16 15 4 6 16 22 15 7 4 8 12 8 8 22 15 7 7 15 7 11 18 1 4 
4 6 16 22 15 7 7 15 4 6 16 22 15 7 4 8 12 8 8 15 7 11 18 1 4 8 7 12 8 
22 15 7 4 6 16 7 15 4 6 16 22 15 7 4 8 12 8 8 15 7 11 18 1 4 8 7 12 8 
4 6 16 22 15 7 7 15 4 6 16 22 15 15 4 8 12 8 8 7 7 11 18 1 4 8 7 12 8 
29.9175 39.8543
4 6 16 22 7 7 7 15 4 6 16 22 15 15 4 8 12 8 8 15 7 11 18 1 4 8 7 12 8 
4 6 16 4 8 12 8 8 22 7 7 7 15 4 6 16 22 15 15 15 7 11 18 1 4 8 7 12 8 
4 6 16 22 7 7 7 15 4 6 16 22 15 7 11 18 1 4 8 7 12 8 8 12 8 8 15 15 4 
4 6 16 22 7 7 7 15 4 6 15 7 11 16 22 15 15 4 8 12 8 8 18 1 4 8 7 12 8 
4 6 16 22 7 7 7 15 4 6 16 22 15 15 8 8 15 4 8 12 7 11 18 1 4 8 7 12 8 
7 7 15 4 6 16 22 15 15 6 16 22 15 15 4 8 12 8 8 15 7 11 18 1 4 8 7 22 7 
29.5876 40.9082
4 6 16 4 8 12 8 8 22 7 7 7 15 4 6 16 22 15 15 15 7 11 18 1 4 8 7 12 8 
15 15 7 11 7 15 8 8 22 7 7 18 1 4 8 7 12 8 4 6 16 4 8 12 4 6 16 22 15 
4 6 16 4 8 12 8 8 22 7 7 7 15 4 6 7 12 16 22 15 15 15 7 11 18 1 4 8 8 
4 6 16 4 8 12 8 8 22 7 7 7 15 4 6 16 22 15 15 15 7 11 18 1 7 4 8 12 8 
7 7 15 4 6 16 22 8 22 8 4 6 16 4 8 12 8 15 15 15 7 11 18 1 4 8 7 12 7 
4 6 16 4 8 12 8 22 15 15 8 22 7 7 7 15 4 6 16 15 7 11 18 1 4 8 7 12 8 
29.4853 42.0677
4 6 16 4 8 12 8 22 15 15 8 22 7 7 7 15 4 6 16 15 7 11 18 1 4 8 7 12 8 
4 6 16 4 8 12 8 22 15 4 8 22 7 7 7 15 4 6 16 15 7 11 18 1 15 8 7 12 8 
15 6 16 4 8 7 12 8 4 15 8 22 7 7 7 15 4 6 16 15 7 11 18 1 4 8 12 8 22 
8 4 6 16 8 12 8 22 15 15 8 22 7 7 7 15 4 6 16 15 7 11 18 4 1 4 8 7 12 
4 6 16 4 8 12 8 22 15 15 8 22 7 7 15 7 15 4 6 16 15 7 11 18 1 4 8 7 12 
7 6 16 4 8 12 8 22 15 15 8 22 7 7 15 7 11 18 1 4 8 7 12 8 4 15 4 6 16 
33.1918 49.3307
4 6 16 4 8 12 8 22 15 15 8 22 7 7 15 7 15 4 6 16 15 7 11 18 1 4 8 7 12 
7 6 16 4 8 12 8 22 15 15 8 22 7 7 15 7 15 4 6 16 15 7 11 18 1 12 4 4 8 
7 12 4 6 16 4 8 12 8 22 8 22 7 7 15 7 15 4 6 16 15 7 11 18 1 4 8 15 15 
15 6 16 4 8 12 16 15 7 11 18 1 4 8 7 12 4 4 6 8 22 15 15 8 22 7 7 15 7 
4 15 7 11 8 12 8 22 15 15 8 22 7 7 15 7 15 4 6 16 6 16 4 18 1 4 8 7 12 
4 8 12 6 16 4 8 22 15 15 8 22 7 7 15 7 15 4 6 16 15 7 11 18 1 4 8 7 12 
34.5521 51.9754
15 6 16 4 8 12 16 15 7 11 18 1 4 8 7 12 4 4 6 8 22 15 15 8 22 7 7 15 7 
7 12 4 4 6 8 22 15 15 22 7 7 15 7 15 6 16 4 8 12 16 15 7 8 11 18 1 4 8 
12 4 4 6 8 22 16 15 7 11 18 1 4 15 7 15 6 16 4 8 12 15 15 8 22 7 7 8 7 
8 22 7 7 15 7 15 6 16 11 18 1 4 8 7 12 4 4 6 4 8 12 16 15 7 8 22 15 15 
6 6 16 4 8 12 16 15 7 11 18 1 4 8 7 12 4 4 15 8 22 15 15 8 22 7 7 15 7 
15 6 16 4 8 12 16 15 7 11 18 1 4 8 7 12 4 4 6 8 22 15 15 15 7 8 22 7 7 
31.7407 46.7083
8 22 7 7 15 7 15 6 16 11 18 1 4 8 7 12 4 4 6 4 8 12 16 15 7 8 22 15 15 
12 4 4 7 15 7 15 6 16 11 18 8 22 15 15 8 22 7 6 4 8 12 16 15 7 1 4 8 7 
6 16 11 18 8 22 7 7 15 7 15 1 4 8 7 12 4 4 6 4 8 12 16 15 7 8 22 15 15 
15 22 7 7 15 7 15 6 16 11 18 1 4 8 7 12 15 8 4 4 6 4 8 12 16 15 7 8 22 
8 11 18 1 15 7 15 6 16 22 7 7 4 8 7 12 4 4 6 4 8 12 16 15 7 8 22 15 15 
8 22 7 7 15 7 15 6 16 11 18 1 4 7 8 22 15 15 6 4 8 12 16 15 8 7 12 4 4 
31.6341 45.5775
12 4 4 7 15 7 15 6 16 11 18 8 22 15 15 8 22 7 6 4 8 12 16 15 7 1 4 8 7 
7 15 6 16 11 18 8 22 16 11 18 8 22 15 15 8 22 7 6 4 8 12 16 15 7 4 4 7 15 
12 4 4 7 15 7 15 6 16 11 18 1 4 8 22 15 15 8 22 7 6 4 8 12 16 15 7 8 7 
12 4 4 7 15 7 15 6 16 4 8 8 22 15 15 8 22 7 6 4 8 12 16 15 7 1 11 18 7 
15 7 1 7 15 7 15 6 16 11 18 8 22 15 15 8 22 7 6 4 8 7 12 4 4 4 8 12 16 
12 4 4 7 15 7 15 6 16 11 18 8 22 7 6 8 22 15 15 8 22 12 16 15 7 1 4 8 7 
33.701 49.6581
12 4 4 7 15 7 15 6 16 11 18 8 22 7 6 8 22 15 15 8 22 12 16 15 7 1 4 8 7 
12 4 4 7 15 7 15 6 16 11 18 8 22 7 6 8 22 15 15 8 22 12 16 15 7 1 4 8 7 
12 4 7 15 4 7 15 6 16 11 18 8 22 7 6 8 22 15 15 8 22 12 16 15 7 1 4 8 7 
12 15 7 15 4 4 7 6 16 11 18 8 22 7 6 8 22 15 15 8 22 12 16 15 7 1 4 8 7 
7 6 8 22 15 15 8 6 16 11 18 8 7 12 4 4 7 15 7 15 22 12 16 15 7 1 4 8 22 
1 4 4 7 15 7 15 6 16 11 18 8 22 7 6 8 8 7 12 4 22 15 15 8 22 12 16 15 7 
32.8914 48.3381
1 4 4 7 15 7 15 6 16 11 18 8 22 7 6 8 8 7 12 4 22 15 15 8 22 12 16 15 7 
1 4 4 7 15 7 15 6 16 11 18 8 8 8 6 22 7 7 12 4 22 15 15 8 22 12 16 15 7 
16 11 18 8 22 7 6 8 1 4 4 7 15 7 15 6 8 7 12 4 22 15 15 8 22 12 16 15 7 
7 15 7 15 6 16 11 6 16 11 18 8 22 7 6 8 8 7 12 4 22 15 15 8 22 12 16 4 4 
1 4 4 7 15 7 8 7 12 4 22 15 15 8 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
15 15 4 7 15 7 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 1 4 8 8 7 12 4 22 
32.6614 48.9772
1 4 4 7 15 7 8 7 12 4 22 15 15 8 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
1 4 4 15 7 15 7 8 7 12 4 22 15 8 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
1 4 4 7 15 7 8 7 12 4 22 15 11 18 8 22 7 6 8 22 12 16 15 8 15 6 16 15 7 
1 4 4 7 15 7 8 7 12 4 22 15 15 8 15 6 22 12 16 15 7 7 6 8 16 11 18 8 22 
8 22 12 16 15 7 1 4 4 7 15 15 15 8 15 6 16 11 18 8 22 7 7 8 7 12 4 22 6 
1 4 4 11 18 8 22 7 15 7 8 7 12 4 22 15 15 8 15 6 16 7 6 8 22 12 16 15 7 
32.1498 47.2009
1 4 4 15 7 15 7 8 7 12 4 22 15 8 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
18 8 22 15 7 15 7 8 7 12 4 22 15 8 15 6 16 7 1 4 4 7 6 8 22 12 16 15 11 
7 16 15 7 1 4 4 15 7 12 4 22 15 8 15 6 16 11 18 8 22 7 6 8 22 12 15 7 8 
1 4 4 15 7 15 7 7 8 7 12 4 22 15 8 15 6 16 11 18 8 22 6 8 22 12 16 15 7 
1 4 4 15 15 6 16 11 18 8 7 15 7 8 7 12 4 22 15 8 22 7 6 8 22 12 16 15 7 
1 4 4 15 7 15 7 8 7 12 7 6 8 22 12 16 16 11 18 8 22 4 22 15 8 15 6 15 7 
34.2893 51.8037
1 4 4 15 7 15 7 8 7 12 4 22 15 8 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
1 15 6 16 11 18 8 22 7 6 8 22 15 8 4 4 15 7 15 7 8 7 12 4 22 12 16 15 7 
1 4 4 15 7 16 11 18 8 22 7 6 15 8 15 6 15 7 8 7 12 4 22 8 22 12 16 15 7 
1 4 4 15 16 11 18 8 22 7 6 8 22 7 15 7 8 7 12 4 22 15 8 15 6 12 16 15 7 
8 7 12 4 7 1 4 4 15 7 15 22 15 8 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
1 4 4 15 7 15 7 8 15 8 4 22 7 12 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
35.1476 52.9441
1 4 4 15 7 15 7 8 15 8 4 22 7 12 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
6 8 22 12 16 15 7 8 15 8 4 22 7 12 15 6 16 11 18 7 1 4 4 15 7 15 8 22 7 
1 4 4 15 7 15 7 8 15 8 4 22 7 12 15 6 16 6 8 22 11 18 8 22 7 12 16 15 7 
1 4 4 15 7 15 7 8 15 8 4 22 7 12 15 22 6 16 11 18 8 7 6 8 22 12 16 15 7 
1 4 4 15 6 15 7 15 7 8 15 8 4 22 7 12 16 11 18 8 22 7 6 8 22 12 16 15 7 
1 4 4 15 7 15 7 8 15 8 4 22 7 12 15 6 16 11 18 8 22 7 6 8 22 12 16 15 7 
35.2445 53.2935
1 4 4 15 6 15 7 15 7 8 15 8 4 22 7 12 16 11 18 8 22 7 6 8 22 12 16 15 7 
4 8 22 12 16 15 7 1 4 4 15 6 15 22 7 12 16 11 18 8 22 7 6 7 15 7 8 15 8 
22 7 4 15 6 15 7 15 7 8 15 8 4 22 7 12 16 11 18 7 1 4 6 8 22 12 16 15 8 
1 4 4 15 7 15 7 15 6 8 15 8 4 22 7 12 16 11 18 8 22 7 6 8 22 12 16 15 7 
